Date,IN_CPI_YoY,US_CPI_YoY,Oil_Brent_USD,Gold_USD,IN_IIP_YoY,IN_CLI_OECD,IN_Business_Confidence,US_Industrial_Production,US_CFNAI,US_Leading_Index,IN_Repo_Rate,IN_10Y_Yield,US_Fed_Funds_Rate,US_M2_YoY,US_10Y_Yield,US_2Y_Yield,US_BAA_Yield,US_AAA_Yield,US_3M_TBill,US_Unemployment_Rate,US_NFP_MoM_Change,USDINR,IN_Forex_Reserves_USD,DXY_Dollar_Index,Nifty50_MoM_Return,SP500_MoM_Return,Gold_MoM_Return,BankNifty_MoM_Return,US_VIX,US_Housing_Starts,US_Retail_Sales_YoY,US_Yield_Curve_Spread,US_Credit_Spread,IN_Real_Repo_Rate
2005-01-31,,,44.509000,421.799988,57.161530,99.909740,102.050900,95.880100,0.190000,1.160000,6.000000,,2.280000,,4.221500,3.222500,6.020000,5.360000,2.333500,5.300000,,43.660000,125068.919186,83.599998,,,,,12.820000,2144.000000,,0.999000,0.660000,
2005-02-28,,,45.475000,436.500000,57.882140,99.945550,101.877400,96.576100,0.400000,1.540000,6.000000,,2.500000,,4.165263,3.384737,5.820000,5.200000,2.538947,5.400000,253.000000,43.560001,131519.821799,82.510002,,1.890335,3.485067,,12.080000,2207.000000,,0.780526,0.620000,
2005-03-31,,,53.104545,428.700012,58.861610,99.984540,101.925300,96.445600,-0.280000,1.390000,6.000000,,2.630000,,4.497727,3.726818,6.060000,5.400000,2.738636,5.200000,120.000000,43.610001,137008.340401,84.059998,,-1.911766,-1.786939,,14.020000,1864.000000,,0.770909,0.660000,
2005-04-30,,,51.883810,435.000000,56.361870,100.024900,102.106700,96.653200,0.570000,1.640000,6.000000,,2.790000,,4.340952,3.653810,6.050000,5.330000,2.780952,5.200000,366.000000,43.380001,137392.934254,84.430000,,-2.010858,1.469556,,15.310000,2061.000000,,0.687143,0.720000,
2005-05-31,,,48.645455,416.299988,56.697110,100.064700,102.320900,96.740200,-0.020000,1.310000,6.000000,,3.000000,,4.144286,3.643810,6.010000,5.150000,2.841429,5.100000,169.000000,43.619999,134348.781252,87.760002,,2.995205,-4.298853,,13.290000,2025.000000,,0.500476,0.860000,
2005-06-30,,,54.354545,435.899994,57.686860,100.102500,102.505800,97.175300,0.410000,1.670000,6.000000,,3.040000,,3.998182,3.640455,5.860000,4.960000,2.972727,5.000000,259.000000,43.459999,133787.216941,89.110001,,-0.014271,4.708145,,12.040000,2068.000000,,0.357727,0.900000,
2005-07-31,,,57.520000,429.899994,56.588780,100.138900,102.657700,96.867600,-0.050000,1.680000,6.000000,,3.260000,,4.177500,3.871000,5.950000,5.060000,3.215500,5.000000,352.000000,43.349998,136017.528555,89.349998,,3.596829,-1.376463,,11.570000,2054.000000,,0.306500,0.890000,
2005-08-31,,,63.983478,433.799988,58.069180,100.175200,102.779100,97.183300,0.210000,1.780000,6.000000,,3.500000,,4.262609,4.044348,5.960000,5.090000,3.440870,4.900000,202.000000,43.980000,139545.536826,87.580002,,-1.122210,0.907186,,12.600000,2095.000000,,0.218261,0.870000,
2005-09-30,,,62.908182,469.000000,57.778930,100.212700,102.859800,95.300500,-0.620000,1.300000,6.000000,,3.620000,,4.199048,3.946190,6.030000,5.130000,3.419524,5.000000,50.000000,43.930000,138348.338137,89.519997,,0.694902,8.114341,,11.920000,2151.000000,,0.252857,0.900000,
2005-10-31,,,58.538571,465.100006,59.006670,100.252100,102.888500,96.457200,0.650000,1.350000,6.000000,,3.780000,,4.463500,4.271000,6.300000,5.350000,3.706000,5.000000,89.000000,45.040001,138710.724234,90.070000,,-1.774078,-0.831555,,15.320000,2065.000000,,0.192500,0.950000,
2005-11-30,,,55.241818,494.600006,58.171990,100.293200,102.830700,97.541400,0.750000,1.510000,6.000000,,4.000000,,4.535000,4.416500,6.390000,5.420000,3.883500,5.000000,356.000000,45.860001,137895.960250,91.570000,,3.518610,6.342722,,12.060000,2147.000000,,0.118500,0.970000,
2005-12-31,,,56.855714,517.099976,60.263030,100.335900,102.658200,98.045200,0.330000,1.700000,6.000000,,4.160000,,4.467143,4.404286,6.320000,5.370000,3.886190,4.900000,162.000000,44.970001,131924.326287,91.169998,,-0.095235,4.549124,,12.070000,1994.000000,,0.062857,0.950000,
2006-01-31,4.372621,4.018789,62.985238,570.799988,61.252280,100.380200,102.465900,98.199900,0.470000,1.850000,6.000000,,4.290000,4.654164,4.416000,4.395500,6.240000,5.290000,4.236000,4.700000,268.000000,43.900002,134686.556094,88.959999,,2.546677,10.384841,,12.950000,2273.000000,8.837371,0.020500,0.950000,1.627379
2006-02-28,4.571434,3.638254,60.210000,561.599976,61.554990,100.426400,102.386300,98.241300,0.100000,1.620000,6.000000,,4.490000,4.904564,4.568947,4.668421,6.270000,5.350000,4.433158,4.800000,306.000000,44.250000,136640.098147,90.110001,,0.045316,-1.611775,,12.340000,2119.000000,6.674598,-0.099474,0.920000,1.428566
2006-03-31,4.571434,3.417918,62.064783,581.799988,62.726170,100.475500,102.525300,98.462800,0.220000,1.580000,6.000000,,4.590000,4.978056,4.723913,4.733913,6.410000,5.530000,4.512174,4.700000,305.000000,44.528000,145854.117834,89.730003,,1.109581,3.596868,,11.390000,1969.000000,6.799334,-0.010000,0.880000,1.428566
2006-04-30,4.652819,3.613836,70.260000,651.799988,62.039100,100.529700,102.783300,98.761800,-0.090000,1.430000,6.000000,,4.790000,5.340617,4.990526,4.888947,6.680000,5.840000,4.603684,4.700000,172.000000,44.901001,154362.651036,86.110001,,1.215565,12.031626,,11.590000,1821.000000,6.364774,0.101579,0.840000,1.347181
2006-05-31,5.925414,3.977273,69.776957,642.500000,62.788990,100.590800,103.038500,98.786900,0.020000,1.080000,6.000000,,4.940000,5.165921,5.110000,4.968182,6.750000,5.950000,4.715455,4.600000,39.000000,46.160000,156844.642247,84.720001,,-3.091692,-1.426816,,16.440001,1942.000000,6.617914,0.141818,0.800000,0.074586
2006-06-30,7.269132,4.181724,68.555909,613.500000,62.897130,100.660100,103.209900,99.099700,0.030000,1.130000,6.000000,,4.990000,5.222906,5.106364,5.121818,6.780000,5.890000,4.791364,4.600000,88.000000,45.805000,156731.992764,85.220001,,0.008660,-4.513619,,13.080000,1802.000000,4.025870,-0.015455,0.890000,-1.269132
2006-07-31,6.332181,4.104669,73.674286,634.200012,64.997830,100.736800,103.323600,99.048900,-0.280000,0.720000,6.000000,,5.240000,5.350348,5.087500,5.118500,6.760000,5.850000,4.946500,4.700000,192.000000,46.419998,158019.991894,85.300003,,0.508588,3.374085,,14.950000,1737.000000,3.648289,-0.031000,0.910000,-0.332181
2006-08-31,5.938365,3.926568,73.230435,625.900024,63.912740,100.819500,103.420700,99.483600,0.180000,1.010000,6.000000,,5.250000,5.303894,4.876522,4.903478,6.590000,5.680000,4.960435,4.700000,163.000000,46.476002,159707.634007,85.050003,,2.127419,-1.308733,,12.310000,1650.000000,5.268098,-0.026957,0.910000,0.061635
2006-09-30,6.398643,2.012072,61.958571,598.599976,65.533790,100.906900,103.523700,99.318300,0.000000,0.880000,6.000000,,5.250000,5.178439,4.719000,4.769000,6.430000,5.510000,4.805500,4.500000,134.000000,45.715000,159103.351582,85.970001,,2.456630,-4.361727,,11.980000,1720.000000,4.349376,-0.050000,0.920000,-0.398643
2006-10-31,6.917449,1.406328,57.808182,604.099976,64.423360,100.998700,103.618200,99.204400,-0.270000,1.080000,6.000000,,5.250000,5.385391,4.729048,4.795714,6.420000,5.510000,4.917143,4.400000,17.000000,44.834999,161326.243414,85.320000,,3.150800,0.918811,,11.100000,1491.000000,4.241091,-0.066667,0.910000,-0.917449
2006-11-30,5.950752,1.968703,58.761364,646.900024,70.065360,101.095100,103.666000,99.162700,-0.110000,0.820000,6.000000,,5.250000,5.652559,4.595238,4.740476,6.200000,5.330000,4.943333,4.500000,217.000000,44.550999,168150.216332,82.919998,,1.646666,7.084928,,10.910000,1570.000000,3.649192,-0.145238,0.870000,0.049248
2006-12-31,6.528666,2.523978,62.472105,635.200012,68.846890,101.195900,103.625600,100.173500,0.770000,1.000000,6.000000,,5.240000,5.865905,4.564500,4.673500,6.220000,5.320000,4.847500,4.400000,189.000000,44.040001,170737.998444,83.720001,,1.261578,-1.808628,,11.560000,1649.000000,4.846203,-0.109000,0.900000,-0.528666
